                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.0324,                 3.2258,                 4.1512,                0.00379,                0.94435,                0.25397,                0.05565,                 2.5497,                 3.5044,                 4.0883,                0.00062,                0.00062,                0.00062
